2173,29.33,1,0,1,902,0.13,-1.71,-0.70,18.92,-0.48,-0.95
3179,29.33,1,1,1,902,0.33,-2.00,-0.83,250.13,23.13,61.56
4186,29.42,1,1,0,902,0.29,-1.48,-0.22,250.13,38.32,39.39
5191,29.38,1,1,0,901,0.40,-0.01,1.78,250.13,41.66,131.19
6197,29.33,1,1,0,901,-0.35,0.80,0.87,-98.81,-28.08,-2.20
7203,29.42,1,1,0,901,-0.03,1.58,1.67,-250.14,-3.79,-54.00
8209,29.33,1,1,0,901,0.22,1.55,0.23,-250.14,22.85,-62.09
9214,29.38,1,1,1,901,0.16,0.54,0.09,-250.14,-13.75,-35.31
10221,29.38,1,1,1,901,0.08,-1.67,-1.41,-163.16,-28.51,-30.72
11227,29.38,1,1,0,901,0.28,-2.00,-2.00,84.40,-3.63,4.77
12232,29.38,1,0,1,901,0.20,-2.00,-2.00,250.13,31.98,58.63
13239,29.38,1,1,0,901,-0.07,0.09,2.00,145.91,-18.56,85.76
14244,29.42,1,1,0,901,-0.23,1.66,0.94,-250.14,-20.30,-96.08
15250,29.38,1,1,1,901,0.08,-0.51,-0.46,-235.04,-31.73,-22.02
16257,29.42,1,1,1,901,0.33,-2.00,-2.00,106.92,-14.63,8.68
17262,29.38,1,1,1,901,0.35,-0.97,-0.37,250.13,62.50,74.70
18268,29.42,1,1,0,901,-0.21,1.74,1.01,-250.14,-32.01,-74.89
19274,29.38,1,1,0,901,0.04,-1.46,-1.19,-171.25,-32.12,-32.32
20280,29.42,1,0,1,901,0.26,-2.00,-2.00,250.13,24.91,53.04
21286,29.47,1,1,0,901,-0.14,1.57,1.63,-250.14,-24.73,-46.81
22292,29.42,1,1,0,901,0.05,-1.26,-1.03,-196.85,-32.38,-31.60
23298,29.47,1,1,1,901,0.22,-2.00,-1.90,250.13,24.36,66.62
24303,47.09,1,1,0,901,0.00,0.00,0.00,-0.01,-0.01,-0.01
25309,29.42,1,1,0,901,0.27,-2.00,-2.00,1.31,-15.02,-13.98
26315,29.42,1,1,0,901,-0.04,0.45,1.83,71.62,-38.17,85.50
27321,29.33,1,1,1,901,0.07,-1.20,-1.00,-216.18,-30.03,-24.79
28326,29.47,1,1,1,901,0.49,-1.16,0.32,250.13,24.34,107.63
29333,29.38,1,1,0,901,0.13,0.13,-0.14,-250.14,-20.59,-28.29
30339,29.42,1,1,1,901,-0.14,-1.91,-2.00,250.13,51.29,44.97
31345,29.47,1,1,1,901,0.15,0.25,-0.09,-250.14,-19.63,-35.55
32351,29.42,1,1,1,901,0.47,-1.16,0.44,250.13,28.50,102.37
33356,29.38,1,1,0,901,0.03,-0.84,-0.68,-226.53,-27.53,-27.26
34363,29.42,1,1,1,901,-0.12,0.27,2.00,187.83,-26.84,95.46
35368,29.38,1,1,1,901,0.22,-2.00,-2.00,-31.27,-8.03,-26.44
36374,29.38,1,1,0,901,-0.09,1.81,1.21,-250.14,-22.02,-70.56
37381,29.47,1,1,1,901,0.24,-2.00,-2.00,250.13,16.64,57.95
38386,29.38,1,1,0,901,0.08,-0.62,-0.53,-240.60,-27.08,-28.18
39393,29.33,1,1,0,901,-0.43,1.14,1.34,-124.08,-22.54,-10.04
40398,29.42,1,1,1,901,0.28,-2.00,-2.00,250.13,8.40,53.33
41404,29.33,1,1,1,901,0.10,-0.83,-0.68,-237.08,-30.36,-23.99
42411,29.38,1,1,0,901,-0.07,1.85,1.82,-250.14,-23.80,-57.52
43416,29.42,1,0,1,901,0.42,-1.46,-0.59,250.13,43.84,58.49
44422,29.38,1,1,0,901,0.34,-2.00,-2.00,29.61,-14.34,-13.78
45428,29.33,1,1,0,901,0.17,0.13,-0.20,-250.14,-18.82,-37.30
46434,29.38,1,1,0,901,-0.21,1.85,1.94,-250.14,-30.20,-73.51
47440,29.52,1,1,1,901,0.09,-0.21,-0.67,250.13,107.29,120.67
48446,29.42,1,1,1,901,0.25,-2.00,-2.00,250.13,7.45,57.69
49452,29.33,1,1,1,901,0.26,-2.00,-2.00,11.41,-5.29,-22.59
50458,29.42,1,1,1,901,0.08,-1.31,-1.06,-224.92,-28.68,-24.63
51464,29.42,1,1,1,901,0.07,0.92,0.14,-250.14,-8.31,-66.92
52469,29.42,1,1,0,901,-0.20,1.81,0.89,-250.14,-36.61,-92.34
53476,29.28,1,1,0,901,-0.16,1.80,1.77,-250.14,-22.09,-60.56
