654947,29.52,1,0,1,561,0.10,-0.24,-0.97,-0.89,-1.08,0.16
655952,29.57,1,0,1,561,0.10,-0.26,-1.02,-0.40,-1.28,0.27
656958,29.57,1,0,1,561,0.10,-0.27,-1.07,0.13,-1.59,0.34
657965,29.57,1,0,1,559,0.09,-0.24,-0.94,-0.24,-1.08,0.02
658970,29.57,1,0,1,560,0.09,-0.28,-1.07,-0.62,-1.06,0.28
659976,29.61,1,0,1,557,0.09,-0.26,-1.00,-0.54,-0.77,0.20
660981,29.61,1,0,1,560,0.08,-0.24,-0.92,-2.26,-0.63,-0.08
661988,29.52,1,0,1,561,0.09,-0.29,-1.07,-0.51,-0.73,0.20
662993,29.66,1,0,1,567,0.09,-0.28,-1.05,-0.15,-1.10,0.37
663999,29.57,1,0,1,565,0.09,-0.26,-0.98,-0.82,-0.89,0.26
665005,29.47,1,0,1,560,0.10,-0.28,-1.10,-0.75,-0.67,0.02
666011,29.57,1,0,1,558,0.10,-0.25,-1.02,-0.28,-0.88,0.02
667017,29.66,1,0,1,560,0.09,-0.27,-1.05,-0.08,-1.64,0.33
668022,29.61,1,0,1,561,0.09,-0.25,-0.95,-0.90,-0.97,-0.02
669028,29.71,1,0,1,560,0.09,-0.25,-0.96,-0.44,-0.97,-0.07
670033,29.61,1,0,1,562,0.07,-0.25,-0.95,-0.52,-0.73,0.11
671040,29.52,1,0,1,562,0.09,-0.24,-0.94,-0.34,-1.24,0.18
672046,29.66,1,0,1,561,0.10,-0.25,-1.00,-0.44,-1.17,-0.02
673051,29.57,1,0,1,560,0.09,-0.25,-0.98,-0.11,-1.28,0.43
674057,29.57,1,0,1,562,0.00,-0.22,-0.50,-27.34,-7.26,2.88
675063,29.57,1,0,1,560,0.08,-0.07,-0.42,-36.39,-7.39,3.95
676069,29.61,1,0,1,560,0.07,-0.27,-0.92,-5.46,-2.29,0.52
677074,29.61,1,0,0,558,0.12,-0.39,-1.41,31.90,1.72,-1.03
678081,29.52,1,0,1,558,0.08,-0.30,-1.07,0.62,0.56,-0.38
679087,29.61,1,0,1,561,0.06,-0.16,-0.62,-0.16,-1.37,-0.05
680092,29.57,1,0,1,558,0.05,-0.10,-0.28,-21.76,-3.50,2.09
681098,29.57,1,0,1,560,0.08,-0.36,-1.27,-0.27,-1.55,0.06
682104,29.66,1,0,1,556,0.07,-0.25,-0.88,-22.83,-5.77,2.66
683110,29.61,1,0,1,556,0.11,-0.32,-1.20,1.69,-1.40,0.34
684115,29.57,1,0,1,557,0.10,-0.32,-1.12,-2.34,-0.41,0.21
685121,29.57,1,0,1,556,0.11,-0.29,-1.09,-0.21,-0.12,-0.06
686128,29.57,1,0,1,558,0.13,-0.35,-1.29,-0.89,-0.33,0.48
687133,29.66,1,1,1,555,-0.09,0.09,0.74,-98.44,-26.92,13.05
688139,29.52,1,1,1,554,0.06,0.19,0.27,-113.79,-14.32,10.85
689145,29.66,1,0,0,557,0.08,-0.14,-0.51,-3.39,-1.11,0.42
690151,29.57,1,0,0,556,0.12,-0.40,-1.54,5.04,0.78,-0.47
691156,29.57,1,0,1,555,0.12,-0.44,-1.46,39.69,1.66,-1.65
692163,29.57,1,0,1,555,0.06,-0.23,-0.64,-8.23,-2.72,0.31
693169,29.66,1,0,1,557,0.10,-0.29,-1.08,4.89,-0.27,0.07
694174,29.57,1,0,1,558,0.09,-0.26,-0.97,0.23,-1.58,0.40
695180,29.61,1,0,1,557,0.08,-0.51,-1.45,24.40,4.56,-2.13
696186,29.57,1,0,1,555,0.08,-0.28,-1.00,0.78,-0.92,0.17
697192,29.61,1,0,1,555,0.10,-0.35,-1.23,-0.92,-0.45,-0.02
698198,29.61,1,0,1,557,0.15,-0.42,-1.56,10.53,4.69,-2.11
699203,29.66,1,0,1,557,0.15,-0.31,-1.18,0.28,-0.33,0.50
700210,29.61,1,0,1,556,0.11,-0.34,-1.25,0.24,-2.37,0.29
701215,29.61,1,0,1,554,0.09,-0.30,-1.07,0.79,-1.97,0.53
