448753,29.89,1,1,1,496,0.04,-0.06,-0.54,-4.63,-1.03,0.68
449759,29.89,1,1,0,491,0.04,-0.03,-0.23,-20.49,1.21,1.17
450764,29.89,1,0,0,494,0.11,-0.24,-2.00,18.06,-1.29,-1.59
451771,29.89,1,1,1,496,0.10,-0.12,-1.22,-10.80,1.19,1.02
452776,29.99,1,1,0,492,0.07,0.03,0.12,-29.32,-1.46,1.82
453782,29.89,1,0,0,494,0.13,-0.20,-1.87,7.37,-1.62,0.22
454789,29.89,1,1,1,496,0.11,-0.20,-1.35,-12.36,0.21,0.50
455794,29.89,1,1,0,493,0.07,0.03,0.15,-30.81,-0.95,1.92
456800,29.89,1,0,0,495,0.11,-0.21,-2.00,10.41,1.17,-0.20
457805,29.89,1,1,1,497,0.10,-0.12,-1.10,-13.03,0.00,1.59
458812,29.89,1,1,0,491,0.03,-0.00,-0.12,-15.44,-2.12,0.44
459817,29.99,1,1,0,497,0.06,-0.29,-2.00,34.40,-2.59,-2.43
460823,29.99,1,1,1,494,0.04,-0.03,-0.27,-8.96,-2.85,0.57
461829,29.94,1,1,1,493,0.08,-0.14,-1.32,-5.63,0.88,-0.27
462835,29.85,1,0,1,496,0.11,-0.19,-1.37,-13.78,3.34,0.31
463841,29.85,1,1,0,491,0.04,-0.00,-0.14,-15.72,-4.10,0.52
464846,29.94,1,1,1,496,0.03,-0.24,-2.00,43.80,-0.73,-2.50
465853,29.94,1,1,1,493,0.03,0.03,0.17,-30.53,0.78,1.30
466859,29.94,1,0,0,494,0.18,-0.24,-2.00,23.14,-7.56,-0.89
467864,29.94,1,1,1,495,0.02,-0.03,-0.20,-7.82,-1.63,0.37
468870,29.85,1,1,0,493,0.12,-0.19,-1.87,7.98,-0.86,-0.45
469876,29.94,1,0,1,495,0.05,-0.06,-0.55,-10.07,-1.02,1.42
470882,29.94,1,1,1,493,0.09,-0.17,-1.61,-1.89,-0.15,-0.15
471887,29.94,1,0,1,496,0.07,-0.07,-0.63,-11.24,-3.92,1.89
472893,29.99,1,1,1,492,0.10,-0.16,-1.67,0.85,0.99,-0.49
473900,29.99,1,1,1,495,0.05,-0.06,-0.46,-7.17,0.95,0.60
474905,29.89,1,1,0,494,0.13,-0.21,-1.99,6.24,0.27,0.27
475911,29.99,1,1,1,493,0.04,-0.02,-0.05,-15.98,-3.08,1.63
476916,29.89,1,0,0,494,0.12,-0.27,-2.00,22.93,-1.60,-1.65
477923,29.89,1,1,0,492,0.06,0.03,0.22,-24.63,-4.18,1.24
478928,29.99,1,0,1,496,0.07,-0.27,-2.00,1.32,5.66,1.72
479934,29.94,1,1,0,490,0.04,-0.04,-0.33,-20.54,0.86,0.38
480940,29.94,1,1,1,496,0.11,-0.12,-1.11,-12.21,2.29,1.03
481946,29.99,1,1,1,492,0.11,-0.18,-1.84,6.92,0.94,-0.55
482952,29.94,1,1,0,492,0.01,-0.01,0.14,-47.02,0.92,3.63
483957,29.94,1,0,1,494,0.09,-0.30,-2.00,8.40,-0.74,1.02
484963,29.94,1,1,0,490,0.04,-0.07,-0.59,-13.13,-2.73,0.28
485969,29.94,1,0,1,493,0.08,-0.05,-0.58,-6.71,-4.23,1.52
486975,30.04,1,0,0,494,0.08,-0.28,-2.00,35.30,-2.78,-3.47
487981,29.94,1,1,0,490,0.06,-0.01,-0.15,-21.53,-0.83,1.44
488987,29.94,1,0,1,494,0.07,-0.11,-0.67,-12.13,3.01,1.92
489993,29.85,1,0,0,494,0.09,-0.27,-2.00,36.25,-6.18,-2.32
490998,29.85,1,1,0,490,0.07,-0.05,-0.37,-23.30,-0.22,1.14
492004,29.94,1,0,1,494,0.04,-0.05,-0.27,-11.44,-2.05,1.24
493010,29.85,1,0,1,496,0.09,-0.29,-2.00,4.89,3.11,0.96
